combo;band1;band2;band3;band4;band5;band6;class1;class2;class3;class4;class5;class6;mimo1;mimo2;mimo3;mimo4;mimo5;mimo6;ul1;ul2;ul3;ul4;ul5;ul6;ULmimo1;ULmimo2;ULmimo3;ULmimo4;ULmimo5;ULmimo6;DLmod1;DLmod2;DLmod3;DLmod4;DLmod5;DLmod6;ULmod1;ULmod2;ULmod3;ULmod4;ULmod5;ULmod6;bcs
66A4A-7A2-2A4-2A4;66;7;2;2;;;A;A;A;A;;;4;2;4;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A2A-7A4-2A4-2A4;66;7;2;2;;;A;A;A;A;;;2;4;4;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A4-7A4A-2A4-2A2;66;7;2;2;;;A;A;A;A;;;4;4;4;2;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66A4-7A2A-2A4-2A4;66;7;2;2;;;A;A;A;A;;;4;2;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66A2-7A4A-2A4-2A4;66;7;2;2;;;A;A;A;A;;;2;4;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66A4-7A4-2A4A-2A2;66;7;2;2;;;A;A;A;A;;;4;4;4;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
66A4-7A4-2A2A-2A4;66;7;2;2;;;A;A;A;A;;;4;4;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
66A4-7A2-2A4A-2A4;66;7;2;2;;;A;A;A;A;;;4;2;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
66A2-7A4-2A4A-2A4;66;7;2;2;;;A;A;A;A;;;2;4;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
66A4A-7C4-2A4;66;7;2;;;;A;C;A;;;;4;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A4-7C4C-2A4;66;7;2;;;;A;C;A;;;;4;4;4;;;;;C;;;;;;1;;;;;;;;;;;;256qam;;;;;
66A4-7C4A-2A4;66;7;2;;;;A;C;A;;;;4;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66A4-7C4-2A4A;66;7;2;;;;A;C;A;;;;4;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
66A4A-7A4-2A4;66;7;2;;;;A;A;A;;;;4;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A4-7A4A-2A4;66;7;2;;;;A;A;A;;;;4;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66A4-7A4-2A4A;66;7;2;;;;A;A;A;;;;4;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
66A4A-7C4;66;7;;;;;A;C;;;;;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A4-7C4C;66;7;;;;;A;C;;;;;4;4;;;;;;C;;;;;;1;;;;;;;;;;;;256qam;;;;;
66A4-7C4A;66;7;;;;;A;C;;;;;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66A4A-7A4;66;7;;;;;A;A;;;;;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A4-7A4A;66;7;;;;;A;A;;;;;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66A4A-5A2-5A2-2A4;66;5;5;2;;;A;A;A;A;;;4;2;2;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A4-5A2A-5A2-2A4;66;5;5;2;;;A;A;A;A;;;4;2;2;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66A4-5A2-5A2-2A4A;66;5;5;2;;;A;A;A;A;;;4;2;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;
66C4A-5A2-5A2;66;5;5;;;;C;A;A;;;;4;2;2;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66C4-5A2A-5A2;66;5;5;;;;C;A;A;;;;4;2;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66B4A-5A2-5A2;66;5;5;;;;B;A;A;;;;4;2;2;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66B4-5A2A-5A2;66;5;5;;;;B;A;A;;;;4;2;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66A4A-5A2-5A2;66;5;5;;;;A;A;A;;;;4;2;2;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A4-5A2A-5A2;66;5;5;;;;A;A;A;;;;4;2;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66C4A-5A2-2A4-2A4;66;5;2;2;;;C;A;A;A;;;4;2;4;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66C4-5A2A-2A4-2A4;66;5;2;2;;;C;A;A;A;;;4;2;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66C4-5A2-2A4A-2A4;66;5;2;2;;;C;A;A;A;;;4;2;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
66B4A-5A2-2A4-2A4;66;5;2;2;;;B;A;A;A;;;4;2;4;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66B4-5A2A-2A4-2A4;66;5;2;2;;;B;A;A;A;;;4;2;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66B4-5A2-2A4A-2A4;66;5;2;2;;;B;A;A;A;;;4;2;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
66A4A-5B2-2A4-2A4;66;5;2;2;;;A;B;A;A;;;4;2;4;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A4-5B2A-2A4-2A4;66;5;2;2;;;A;B;A;A;;;4;2;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66A4-5B2-2A4A-2A4;66;5;2;2;;;A;B;A;A;;;4;2;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
66A4A-5A2-2A4A-2A4;66;5;2;2;;;A;A;A;A;;;4;2;4;4;;;A;;A;;;;1;;1;;;;;;;;;;256qam;;256qam;;;;
66A4A-5A2-2A4-2A4;66;5;2;2;;;A;A;A;A;;;4;2;4;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A4-5A2A-2A4-2A4;66;5;2;2;;;A;A;A;A;;;4;2;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66A4-5A2-2A4A-2A4;66;5;2;2;;;A;A;A;A;;;4;2;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
66C4A-5B2-2A4;66;5;2;;;;C;B;A;;;;4;2;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66C4-5B2A-2A4;66;5;2;;;;C;B;A;;;;4;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66C4-5B2-2A4A;66;5;2;;;;C;B;A;;;;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
66C4A-5A2-2A4;66;5;2;;;;C;A;A;;;;4;2;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66C4-5A2A-2A4;66;5;2;;;;C;A;A;;;;4;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66C4-5A2-2A4A;66;5;2;;;;C;A;A;;;;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
66B4A-5B2-2A4;66;5;2;;;;B;B;A;;;;4;2;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66B4-5B2A-2A4;66;5;2;;;;B;B;A;;;;4;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66B4-5B2-2A4A;66;5;2;;;;B;B;A;;;;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
66B4A-5A2-2A4;66;5;2;;;;B;A;A;;;;4;2;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66B4-5A2A-2A4;66;5;2;;;;B;A;A;;;;4;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66B4-5A2-2A4A;66;5;2;;;;B;A;A;;;;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
66A4A-5B2-2A4;66;5;2;;;;A;B;A;;;;4;2;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A4-5B2A-2A4;66;5;2;;;;A;B;A;;;;4;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66A4-5B2-2A4A;66;5;2;;;;A;B;A;;;;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
66A4A-5A2-2A4A;66;5;2;;;;A;A;A;;;;4;2;4;;;;A;;A;;;;1;;1;;;;;;;;;;256qam;;256qam;;;;
66A4A-5A2-2A4;66;5;2;;;;A;A;A;;;;4;2;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A4-5A2A-2A4A;66;5;2;;;;A;A;A;;;;4;2;4;;;;;A;A;;;;;1;1;;;;;;;;;;;256qam;256qam;;;;
66A4-5A2A-2A4;66;5;2;;;;A;A;A;;;;4;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66A4-5A2-2A4A;66;5;2;;;;A;A;A;;;;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
66D4A-5A2;66;5;;;;;D;A;;;;;4;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66D4-5A2A;66;5;;;;;D;A;;;;;4;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66C4A-5B2;66;5;;;;;C;B;;;;;4;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66C4-5B2A;66;5;;;;;C;B;;;;;4;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66C4A-5A2;66;5;;;;;C;A;;;;;4;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66C4-5A2A;66;5;;;;;C;A;;;;;4;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66B4A-5B2;66;5;;;;;B;B;;;;;4;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66B4-5B2A;66;5;;;;;B;B;;;;;4;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66B4A-5A2;66;5;;;;;B;A;;;;;4;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66B4-5A2A;66;5;;;;;B;A;;;;;4;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66A4A-5B2;66;5;;;;;A;B;;;;;4;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A4-5B2A;66;5;;;;;A;B;;;;;4;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66A4A-5A2A;66;5;;;;;A;A;;;;;4;2;;;;;A;A;;;;;1;1;;;;;;;;;;;256qam;256qam;;;;;
66A4A-5A2;66;5;;;;;A;A;;;;;4;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A4-5A2A;66;5;;;;;A;A;;;;;4;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66C4A-2A4-2A4;66;2;2;;;;C;A;A;;;;4;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66C4-2A4A-2A4;66;2;2;;;;C;A;A;;;;4;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66B4A-2A4-2A4;66;2;2;;;;B;A;A;;;;4;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66B4-2A4A-2A4;66;2;2;;;;B;A;A;;;;4;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66A4A-2A4A-2A4;66;2;2;;;;A;A;A;;;;4;4;4;;;;A;A;;;;;1;1;;;;;;;;;;;256qam;256qam;;;;;
66A4A-2A4-2A4;66;2;2;;;;A;A;A;;;;4;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A4-2A4A-2A4;66;2;2;;;;A;A;A;;;;4;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66D4A-2A4;66;2;;;;;D;A;;;;;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66D4-2A4A;66;2;;;;;D;A;;;;;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66C4A-2A4;66;2;;;;;C;A;;;;;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66C4-2A4A;66;2;;;;;C;A;;;;;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66B4A-2A4;66;2;;;;;B;A;;;;;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66B4-2A4A;66;2;;;;;B;A;;;;;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66A4A-2C4;66;2;;;;;A;C;;;;;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A4-2C4A;66;2;;;;;A;C;;;;;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66A4A-2A4A;66;2;;;;;A;A;;;;;4;4;;;;;A;A;;;;;1;1;;;;;;;;;;;256qam;256qam;;;;;
66A4A-2A4;66;2;;;;;A;A;;;;;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A4-2A4A;66;2;;;;;A;A;;;;;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
66D4A;66;;;;;;D;;;;;;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66C4C;66;;;;;;C;;;;;;4;;;;;;C;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66C4A;66;;;;;;C;;;;;;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66B4B;66;;;;;;B;;;;;;4;;;;;;B;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66B4A;66;;;;;;B;;;;;;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
66A4A;66;;;;;;A;;;;;;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
48C4A-48A4-13A2-2A4;48;48;13;2;;;C;A;A;A;;;4;4;2;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
48C4-48A4A-13A2-2A4;48;48;13;2;;;C;A;A;A;;;4;4;2;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
48C4-48A4-13A2A-2A4;48;48;13;2;;;C;A;A;A;;;4;4;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
48C4-48A4-13A2-2A4A;48;48;13;2;;;C;A;A;A;;;4;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;
48A4A-48A4-13A2-2A4;48;48;13;2;;;A;A;A;A;;;4;4;2;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
48A4-48A4-13A2A-2A4;48;48;13;2;;;A;A;A;A;;;4;4;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
48A4-48A4-13A2-2A4A;48;48;13;2;;;A;A;A;A;;;4;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;
48D4A-48A4-13A2;48;48;13;;;;D;A;A;;;;4;4;2;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
48D4-48A4A-13A2;48;48;13;;;;D;A;A;;;;4;4;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
48D4-48A4-13A2A;48;48;13;;;;D;A;A;;;;4;4;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
48C4A-48C4-13A2;48;48;13;;;;C;C;A;;;;4;4;2;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
48C4-48C4-13A2A;48;48;13;;;;C;C;A;;;;4;4;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
48C4A-48A4-13A2;48;48;13;;;;C;A;A;;;;4;4;2;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
48C4-48A4A-13A2;48;48;13;;;;C;A;A;;;;4;4;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
48C4-48A4-13A2A;48;48;13;;;;C;A;A;;;;4;4;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
48A4A-48A4-13A2;48;48;13;;;;A;A;A;;;;4;4;2;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
48A4-48A4-13A2A;48;48;13;;;;A;A;A;;;;4;4;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
48C4A-48A4-5A2-2A4;48;48;5;2;;;C;A;A;A;;;4;4;2;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
48C4-48A4A-5A2-2A4;48;48;5;2;;;C;A;A;A;;;4;4;2;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
48C4-48A4-5A2A-2A4;48;48;5;2;;;C;A;A;A;;;4;4;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
48C4-48A4-5A2-2A4A;48;48;5;2;;;C;A;A;A;;;4;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;
48A4A-48A4-5A2-2A4;48;48;5;2;;;A;A;A;A;;;4;4;2;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
48A4-48A4-5A2A-2A4;48;48;5;2;;;A;A;A;A;;;4;4;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
48A4-48A4-5A2-2A4A;48;48;5;2;;;A;A;A;A;;;4;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;
48D4A-48A4-5A2;48;48;5;;;;D;A;A;;;;4;4;2;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
48D4-48A4A-5A2;48;48;5;;;;D;A;A;;;;4;4;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
48D4-48A4-5A2A;48;48;5;;;;D;A;A;;;;4;4;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
48C4A-48C4-5A2;48;48;5;;;;C;C;A;;;;4;4;2;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
48C4-48C4-5A2A;48;48;5;;;;C;C;A;;;;4;4;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
48C4A-48A4-5A2;48;48;5;;;;C;A;A;;;;4;4;2;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
48C4-48A4A-5A2;48;48;5;;;;C;A;A;;;;4;4;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
48C4-48A4-5A2A;48;48;5;;;;C;A;A;;;;4;4;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
48A4A-48A4-5A2;48;48;5;;;;A;A;A;;;;4;4;2;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
48A4-48A4-5A2A;48;48;5;;;;A;A;A;;;;4;4;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
48D4A-48A4-2A4;48;48;2;;;;D;A;A;;;;4;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
48D4-48A4A-2A4;48;48;2;;;;D;A;A;;;;4;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
48D4-48A4-2A4A;48;48;2;;;;D;A;A;;;;4;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
48C4A-48C4-2A4;48;48;2;;;;C;C;A;;;;4;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
48C4-48C4-2A4A;48;48;2;;;;C;C;A;;;;4;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
48C4A-48A4-2A4;48;48;2;;;;C;A;A;;;;4;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
48C4-48A4A-2A4;48;48;2;;;;C;A;A;;;;4;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
48C4-48A4-2A4A;48;48;2;;;;C;A;A;;;;4;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
48A4A-48A4-2A4;48;48;2;;;;A;A;A;;;;4;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
48A4-48A4-2A4A;48;48;2;;;;A;A;A;;;;4;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
48D4A-48C4;48;48;;;;;D;C;;;;;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
48D4-48C4A;48;48;;;;;D;C;;;;;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
48D4A-48A4;48;48;;;;;D;A;;;;;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
48D4-48A4A;48;48;;;;;D;A;;;;;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
48C4A-48C4;48;48;;;;;C;C;;;;;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
48C4A-48A4;48;48;;;;;C;A;;;;;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
48C4-48A4A;48;48;;;;;C;A;;;;;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
48A4A-48A4;48;48;;;;;A;A;;;;;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
48E2-46C2-2A4A;48;46;2;;;;E;C;A;;;;2;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
48E2-46A4-2A4A;48;46;2;;;;E;A;A;;;;2;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
48D4-46C2-2A4A;48;46;2;;;;D;C;A;;;;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
48D4-46A2-2A4A;48;46;2;;;;D;A;A;;;;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
48D2-46A4-2A4A;48;46;2;;;;D;A;A;;;;2;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
48C4-46E2-2A4A;48;46;2;;;;C;E;A;;;;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
48C4-46D2-2A4A;48;46;2;;;;C;D;A;;;;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
48C4-46C2-2A4A;48;46;2;;;;C;C;A;;;;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
48C4-46A2-2A4A;48;46;2;;;;C;A;A;;;;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
48C2-46A4-2A4A;48;46;2;;;;C;A;A;;;;2;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
48A4-46E2-2A4A;48;46;2;;;;A;E;A;;;;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
48A4-46D2-2A4A;48;46;2;;;;A;D;A;;;;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
48A4-46C2-2A4A;48;46;2;;;;A;C;A;;;;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
48A4-46A2-2A4A;48;46;2;;;;A;A;A;;;;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
48A2-46A4-2A4A;48;46;2;;;;A;A;A;;;;2;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
48D4A-46C2;48;46;;;;;D;C;;;;;4;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
48D4A-46A2;48;46;;;;;D;A;;;;;4;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
48C4A-46C2;48;46;;;;;C;C;;;;;4;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
48C4A-46A2;48;46;;;;;C;A;;;;;4;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
48A4A-46E2;48;46;;;;;A;E;;;;;4;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
48A4A-46D2;48;46;;;;;A;D;;;;;4;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
48A4A-46C2;48;46;;;;;A;C;;;;;4;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
48A4A-46A2;48;46;;;;;A;A;;;;;4;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
48A4A-41A4;48;41;;;;;A;A;;;;;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
48A4-41A4A;48;41;;;;;A;A;;;;;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
48D4A-13A2-2A4;48;13;2;;;;D;A;A;;;;4;2;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
48D4-13A2A-2A4;48;13;2;;;;D;A;A;;;;4;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
48D4-13A2-2A4A;48;13;2;;;;D;A;A;;;;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
48C4A-13A2-2A4;48;13;2;;;;C;A;A;;;;4;2;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
48C4-13A2A-2A4;48;13;2;;;;C;A;A;;;;4;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
48C4-13A2-2A4A;48;13;2;;;;C;A;A;;;;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
48A4A-13A2-2A4;48;13;2;;;;A;A;A;;;;4;2;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
48A4-13A2A-2A4;48;13;2;;;;A;A;A;;;;4;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
48A4-13A2-2A4A;48;13;2;;;;A;A;A;;;;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
48E2A-13A2;48;13;;;;;E;A;;;;;2;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
48E2-13A2A;48;13;;;;;E;A;;;;;2;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
48D4A-13A2;48;13;;;;;D;A;;;;;4;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
48D4-13A2A;48;13;;;;;D;A;;;;;4;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
48C4A-13A2;48;13;;;;;C;A;;;;;4;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
48C4-13A2A;48;13;;;;;C;A;;;;;4;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
48A4A-13A2;48;13;;;;;A;A;;;;;4;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
48A4-13A2A;48;13;;;;;A;A;;;;;4;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
48D4A-5A2-2A4;48;5;2;;;;D;A;A;;;;4;2;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
48D4-5A2A-2A4;48;5;2;;;;D;A;A;;;;4;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
48D4-5A2-2A4A;48;5;2;;;;D;A;A;;;;4;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
