combo;DL1;DL2;DL3;DL4;DL5;UL1;MOD UL1;NR DL1;NR BW1;NR SCS1;NR DL2;NR BW2;NR SCS2;NR DL3;NR BW3;NR SCS3;NR DL4;NR BW4;NR SCS4;NR DL5;NR BW5;NR SCS5;NR DL6;NR BW6;NR SCS6;NR DL7;NR BW7;NR SCS7;NR DL8;NR BW8;NR SCS8;NR UL1;NR UL MOD1;mimo DL1;mimo DL2;mimo DL3;mimo DL4;mimo DL5;mimo NR DL1;mimo NR DL2;mimo NR DL3;mimo NR DL4;mimo NR DL5;mimo NR DL6;mimo NR DL7;mimo NR DL8;mimo LTE UL1;mimo NR UL1;BCS NR;BCS LTE;BCS intraENDC
28A2A_n258M2G2;28A;;;;;28A;256qam;258M;100;120;;;;;;;;;;;;;;;;;;;;;;258G;256qam;2;;;;;2;;;;;;;;1;2;;;
20A2A_n258A2A2;20A;;;;;20A;256qam;258A;100;120;;;;;;;;;;;;;;;;;;;;;;258A;256qam;2;;;;;2;;;;;;;;1;2;;;
12A2A_n258A2A2;12A;;;;;12A;256qam;258A;100;120;;;;;;;;;;;;;;;;;;;;;;258A;256qam;2;;;;;2;;;;;;;;1;2;;;
8A2A_n258A2A2;8A;;;;;8A;256qam;258A;100;120;;;;;;;;;;;;;;;;;;;;;;258A;256qam;2;;;;;2;;;;;;;;1;2;;;
7C4C_n258M2G2;7C;;;;;7C;256qam;258M;100;120;;;;;;;;;;;;;;;;;;;;;;258G;256qam;4;;;;;2;;;;;;;;1;2;;;
5A2A_n258A2A2;5A;;;;;5A;256qam;258A;100;120;;;;;;;;;;;;;;;;;;;;;;258A;256qam;2;;;;;2;;;;;;;;1;2;;;
3A4A_n258M2G2;3A;;;;;3A;256qam;258M;100;120;;;;;;;;;;;;;;;;;;;;;;258G;256qam;4;;;;;2;;;;;;;;1;2;;;
1A4A_n258A2A2;1A;;;;;1A;256qam;258A;100;120;;;;;;;;;;;;;;;;;;;;;;258A;256qam;4;;;;;2;;;;;;;;1;2;;;
42C4C-41C4-3A2-1A2_n257I2G2;42C;41C;3A;1A;;42C;256qam;257I;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;4;2;2;;2;;;;;;;;1;2;;;
42C4C-41C2-3A4-1A2_n257I2G2;42C;41C;3A;1A;;42C;256qam;257I;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;2;4;2;;2;;;;;;;;1;2;;;
42C4C-41C2-3A2-1A4_n257I2G2;42C;41C;3A;1A;;42C;256qam;257I;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;2;2;4;;2;;;;;;;;1;2;;;
42C2C-41C4-3A4-1A2_n257I2G2;42C;41C;3A;1A;;42C;256qam;257I;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;2;4;4;2;;2;;;;;;;;1;2;;;
42C4-41C4-3A2A-1A2_n257I2G2;42C;41C;3A;1A;;3A;256qam;257I;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;4;2;2;;2;;;;;;;;1;2;;;
42C4-41C2-3A4A-1A2_n257I2G2;42C;41C;3A;1A;;3A;256qam;257I;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;2;4;2;;2;;;;;;;;1;2;;;
42C2-41C4-3A4A-1A2_n257I2G2;42C;41C;3A;1A;;3A;256qam;257I;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;2;4;4;2;;2;;;;;;;;1;2;;;
42C4-41C4-3A2-1A2A_n257I2G2;42C;41C;3A;1A;;1A;256qam;257I;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;4;2;2;;2;;;;;;;;1;2;;;
42C4-41C2-3A4-1A2A_n257I2G2;42C;41C;3A;1A;;1A;256qam;257I;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;2;4;2;;2;;;;;;;;1;2;;;
42C2-41C4-3A4-1A2A_n257I2G2;42C;41C;3A;1A;;1A;256qam;257I;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;2;4;4;2;;2;;;;;;;;1;2;;;
42C4C-41A4-3A4-1A4_n257I2G2;42C;41A;3A;1A;;42C;256qam;257I;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;4;4;4;;2;;;;;;;;1;2;;;
42C4-41A4-3A4A-1A4_n257I2G2;42C;41A;3A;1A;;3A;256qam;257I;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;4;4;4;;2;;;;;;;;1;2;;;
42C4-41A4-3A4-1A4A_n257I2G2;42C;41A;3A;1A;;1A;256qam;257I;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;4;4;4;;2;;;;;;;;1;2;;;
42A4A-41C4-3A4-1A4_n257I2G2;42A;41C;3A;1A;;42A;256qam;257I;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;4;4;4;;2;;;;;;;;1;2;;;
42A4-41C4-3A4A-1A4_n257I2G2;42A;41C;3A;1A;;3A;256qam;257I;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;4;4;4;;2;;;;;;;;1;2;;;
42A4-41C4-3A4-1A4A_n257I2G2;42A;41C;3A;1A;;1A;256qam;257I;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;4;4;4;;2;;;;;;;;1;2;;;
42C2C-41C4-3A2-1A4_n257H2A2;42C;41C;3A;1A;;42C;256qam;257H;100;120;;;;;;;;;;;;;;;;;;;;;;257A;256qam;2;4;2;4;;2;;;;;;;;1;2;;;
42C2C-41C4-3A2-1A4_n257G2G;42C;41C;3A;1A;;42C;256qam;257G;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;2;4;2;4;;2;;;;;;;;1;1;;;
42C4C-41C4-3A4_n257I2G2;42C;41C;3A;;;42C;256qam;257I;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;4;4;;;2;;;;;;;;1;2;;;
42C4-41C4C-3A4_n257I2G2;42C;41C;3A;;;41C;256qam;257I;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;4;4;;;2;;;;;;;;1;2;;;
42C4-41C4-3A4A_n257I2G2;42C;41C;3A;;;3A;256qam;257I;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;4;4;;;2;;;;;;;;1;2;;;
42C4C-41C4-1A4_n257I2G2;42C;41C;1A;;;42C;256qam;257I;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;4;4;;;2;;;;;;;;1;2;;;
42C4-41C4-1A4A_n257I2G2;42C;41C;1A;;;1A;256qam;257I;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;4;4;;;2;;;;;;;;1;2;;;
42C4C-28A2-3A4-1A4_n257I2G2;42C;28A;3A;1A;;42C;256qam;257I;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;2;4;4;;2;;;;;;;;1;2;;;
42C4-28A2A-3A4-1A4_n257I2G2;42C;28A;3A;1A;;28A;256qam;257I;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;2;4;4;;2;;;;;;;;1;2;;;
42C4-28A2-3A4A-1A4_n257I2G2;42C;28A;3A;1A;;3A;256qam;257I;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;2;4;4;;2;;;;;;;;1;2;;;
42C4-28A2-3A4-1A4A_n257I2G2;42C;28A;3A;1A;;1A;256qam;257I;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;2;4;4;;2;;;;;;;;1;2;;;
42C4C-21A2-19A2-1A4_n257I2G2;42C;21A;19A;1A;;42C;256qam;257I;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;2;2;4;;2;;;;;;;;1;2;;;
42C4-21A2A-19A2-1A4_n257I2G2;42C;21A;19A;1A;;21A;64qam;257I;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;2;2;4;;2;;;;;;;;1;2;;;
42C4-21A2-19A2A-1A4_n257I2G2;42C;21A;19A;1A;;19A;256qam;257I;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;2;2;4;;2;;;;;;;;1;2;;;
42C4-21A2-19A2-1A4A_n257I2G2;42C;21A;19A;1A;;1A;256qam;257I;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;2;2;4;;2;;;;;;;;1;2;;;
42C4C-21A2-3A4-1A4_n257I2G2;42C;21A;3A;1A;;42C;256qam;257I;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;2;4;4;;2;;;;;;;;1;2;;;
42C4-21A2A-3A4-1A4_n257I2G2;42C;21A;3A;1A;;21A;64qam;257I;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;2;4;4;;2;;;;;;;;1;2;;;
42C4-21A2-3A4A-1A4_n257I2G2;42C;21A;3A;1A;;3A;256qam;257I;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;2;4;4;;2;;;;;;;;1;2;;;
42C4-21A2-3A4-1A4A_n257I2G2;42C;21A;3A;1A;;1A;256qam;257I;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;2;4;4;;2;;;;;;;;1;2;;;
42C4C-19A2-3A4-1A4_n257I2G2;42C;19A;3A;1A;;42C;256qam;257I;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;2;4;4;;2;;;;;;;;1;2;;;
42C4-19A2A-3A4-1A4_n257I2G2;42C;19A;3A;1A;;19A;256qam;257I;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;2;4;4;;2;;;;;;;;1;2;;;
42C4-19A2-3A4A-1A4_n257I2G2;42C;19A;3A;1A;;3A;256qam;257I;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;2;4;4;;2;;;;;;;;1;2;;;
42C4-19A2-3A4-1A4A_n257I2G2;42C;19A;3A;1A;;1A;256qam;257I;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;2;4;4;;2;;;;;;;;1;2;;;
42C4C-18A2-3A4-1A4_n257I2G2;42C;18A;3A;1A;;42C;256qam;257I;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;2;4;4;;2;;;;;;;;1;2;;;
42C4-18A2A-3A4-1A4_n257I2G2;42C;18A;3A;1A;;18A;256qam;257I;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;2;4;4;;2;;;;;;;;1;2;;;
42C4-18A2-3A4A-1A4_n257I2G2;42C;18A;3A;1A;;3A;256qam;257I;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;2;4;4;;2;;;;;;;;1;2;;;
42C4-18A2-3A4-1A4A_n257I2G2;42C;18A;3A;1A;;1A;256qam;257I;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;2;4;4;;2;;;;;;;;1;2;;;
42D4C-3A4-1A4_n257I2G2;42D;3A;1A;;;42C;256qam;257I;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;4;4;;;2;;;;;;;;1;2;;;
42D4-3A4A-1A4_n257I2G2;42D;3A;1A;;;3A;256qam;257I;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;4;4;;;2;;;;;;;;1;2;;;
42D4-3A4-1A4A_n257I2G2;42D;3A;1A;;;1A;256qam;257I;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;4;4;;;2;;;;;;;;1;2;;;
42E4C-3A4_n257I2G2;42E;3A;;;;42C;256qam;257I;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;4;;;;2;;;;;;;;1;2;;;
42E4-3A4A_n257I2G2;42E;3A;;;;3A;256qam;257I;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;4;;;;2;;;;;;;;1;2;;;
42E4C-1A4_n257I2G2;42E;1A;;;;42C;256qam;257I;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;4;;;;2;;;;;;;;1;2;;;
42E4-1A4A_n257I2G2;42E;1A;;;;1A;256qam;257I;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;4;;;;2;;;;;;;;1;2;;;
42C4C_n257M2G2;42C;;;;;42C;256qam;257M;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;;;;;2;;;;;;;;1;2;;;
41A4A-28A2_n257A2A2;41A;28A;;;;41A;256qam;257A;100;120;;;;;;;;;;;;;;;;;;;;;;257A;256qam;4;2;;;;2;;;;;;;;1;2;;;
41A4-28A2A_n257A2A2;41A;28A;;;;28A;256qam;257A;100;120;;;;;;;;;;;;;;;;;;;;;;257A;256qam;4;2;;;;2;;;;;;;;1;2;;;
41A4A_n257M2G2;41A;;;;;41A;256qam;257M;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;;;;;2;;;;;;;;1;2;;;
38A4A_n257A2A2;38A;;;;;38A;256qam;257A;100;120;;;;;;;;;;;;;;;;;;;;;;257A;256qam;4;;;;;2;;;;;;;;1;2;;;
28A2A-18A2-1A4_n257A2A2;28A;18A;1A;;;28A;256qam;257A;100;120;;;;;;;;;;;;;;;;;;;;;;257A;256qam;2;2;4;;;2;;;;;;;;1;2;;;
28A2-18A2A-1A4_n257A2A2;28A;18A;1A;;;18A;256qam;257A;100;120;;;;;;;;;;;;;;;;;;;;;;257A;256qam;2;2;4;;;2;;;;;;;;1;2;;;
28A2-18A2-1A4A_n257A2A2;28A;18A;1A;;;1A;256qam;257A;100;120;;;;;;;;;;;;;;;;;;;;;;257A;256qam;2;2;4;;;2;;;;;;;;1;2;;;
28A2A_n257M2G2;28A;;;;;28A;256qam;257M;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;2;;;;;2;;;;;;;;1;2;;;
11A2A-8A2-1A4_n257I2G2;11A;8A;1A;;;11A;64qam;257I;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;2;2;4;;;2;;;;;;;;1;2;;;
11A2-8A2A-1A4_n257I2G2;11A;8A;1A;;;8A;256qam;257I;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;2;2;4;;;2;;;;;;;;1;2;;;
11A2-8A2-1A4A_n257I2G2;11A;8A;1A;;;1A;256qam;257I;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;2;2;4;;;2;;;;;;;;1;2;;;
8A2A-3C2-1A2_n257M2G2;8A;3C;1A;;;8A;256qam;257M;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;2;2;2;;;2;;;;;;;;1;2;;;
8A2-3C2C-1A2_n257M2G2;8A;3C;1A;;;3C;256qam;257M;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;2;2;2;;;2;;;;;;;;1;2;;;
8A2-3C2-1A2A_n257M2G2;8A;3C;1A;;;1A;256qam;257M;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;2;2;2;;;2;;;;;;;;1;2;;;
8A2A-3A4-1A2_n257M2G2;8A;3A;1A;;;8A;256qam;257M;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;2;4;2;;;2;;;;;;;;1;2;;;
8A2A-3A2-1A4_n257M2G2;8A;3A;1A;;;8A;256qam;257M;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;2;2;4;;;2;;;;;;;;1;2;;;
8A2-3A4A-1A2_n257M2G2;8A;3A;1A;;;3A;256qam;257M;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;2;4;2;;;2;;;;;;;;1;2;;;
8A2-3A2A-1A4_n257M2G2;8A;3A;1A;;;3A;256qam;257M;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;2;2;4;;;2;;;;;;;;1;2;;;
8A2-3A4-1A2A_n257M2G2;8A;3A;1A;;;1A;256qam;257M;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;2;4;2;;;2;;;;;;;;1;2;;;
8A2-3A2-1A4A_n257M2G2;8A;3A;1A;;;1A;256qam;257M;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;2;2;4;;;2;;;;;;;;1;2;;;
8A2A-3C4-1A4_n257I2G2;8A;3C;1A;;;8A;256qam;257I;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;2;4;4;;;2;;;;;;;;1;2;;;
8A2-3C4C-1A4_n257I2G2;8A;3C;1A;;;3C;256qam;257I;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;2;4;4;;;2;;;;;;;;1;2;;;
8A2-3C4-1A4A_n257I2G2;8A;3C;1A;;;1A;256qam;257I;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;2;4;4;;;2;;;;;;;;1;2;;;
7A4A-7A4-5A2-3A4-1A4_n257I2G2;7A;7A;5A;3A;1A;7A;256qam;257I;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;4;2;4;4;2;;;;;;;;1;2;;;
7A4-7A4-5A2A-3A4-1A4_n257I2G2;7A;7A;5A;3A;1A;5A;256qam;257I;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;4;2;4;4;2;;;;;;;;1;2;;;
7A4-7A4-5A2-3A4A-1A4_n257I2G2;7A;7A;5A;3A;1A;3A;256qam;257I;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;4;2;4;4;2;;;;;;;;1;2;;;
7A4-7A4-5A2-3A4-1A4A_n257I2G2;7A;7A;5A;3A;1A;1A;256qam;257I;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;4;2;4;4;2;;;;;;;;1;2;;;
7A2A-7A2-5A2-3A2_n257M2G2;7A;7A;5A;3A;;7A;256qam;257M;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;2;2;2;2;;2;;;;;;;;1;2;;;
7A2-7A2-5A2A-3A2_n257M2G2;7A;7A;5A;3A;;5A;256qam;257M;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;2;2;2;2;;2;;;;;;;;1;2;;;
7A2-7A2-5A2-3A2A_n257M2G2;7A;7A;5A;3A;;3A;256qam;257M;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;2;2;2;2;;2;;;;;;;;1;2;;;
7A2A-7A2-5A2-1A2_n257M2G2;7A;7A;5A;1A;;7A;256qam;257M;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;2;2;2;2;;2;;;;;;;;1;2;;;
7A2-7A2-5A2A-1A2_n257M2G2;7A;7A;5A;1A;;5A;256qam;257M;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;2;2;2;2;;2;;;;;;;;1;2;;;
7A2-7A2-5A2-1A2A_n257M2G2;7A;7A;5A;1A;;1A;256qam;257M;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;2;2;2;2;;2;;;;;;;;1;2;;;
7A4A-7A2-5A2_n257M2G2;7A;7A;5A;;;7A;256qam;257M;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;2;2;;;2;;;;;;;;1;2;;;
7A2A-7A4-5A2_n257M2G2;7A;7A;5A;;;7A;256qam;257M;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;2;4;2;;;2;;;;;;;;1;2;;;
7A4-7A2-5A2A_n257M2G2;7A;7A;5A;;;5A;256qam;257M;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;2;2;;;2;;;;;;;;1;2;;;
7A4A-7A4-3A4-3A4_n257A2A2;7A;7A;3A;3A;;7A;256qam;257A;100;120;;;;;;;;;;;;;;;;;;;;;;257A;256qam;4;4;4;4;;2;;;;;;;;1;2;;;
7A4-7A4-3A4A-3A4_n257A2A2;7A;7A;3A;3A;;3A;256qam;257A;100;120;;;;;;;;;;;;;;;;;;;;;;257A;256qam;4;4;4;4;;2;;;;;;;;1;2;;;
7A2A-7A2-3A2-1A2_n257M2G2;7A;7A;3A;1A;;7A;256qam;257M;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;2;2;2;2;;2;;;;;;;;1;2;;;
7A2-7A2-3A2A-1A2_n257M2G2;7A;7A;3A;1A;;3A;256qam;257M;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;2;2;2;2;;2;;;;;;;;1;2;;;
7A2-7A2-3A2-1A2A_n257M2G2;7A;7A;3A;1A;;1A;256qam;257M;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;2;2;2;2;;2;;;;;;;;1;2;;;
7A4A-7A2-3A2_n257M2G2;7A;7A;3A;;;7A;256qam;257M;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;2;2;;;2;;;;;;;;1;2;;;
7A2A-7A4-3A2_n257M2G2;7A;7A;3A;;;7A;256qam;257M;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;2;4;2;;;2;;;;;;;;1;2;;;
7A2A-7A2-3A4_n257M2G2;7A;7A;3A;;;7A;256qam;257M;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;2;2;4;;;2;;;;;;;;1;2;;;
7A4-7A2-3A2A_n257M2G2;7A;7A;3A;;;3A;256qam;257M;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;2;2;;;2;;;;;;;;1;2;;;
7A2-7A2-3A4A_n257M2G2;7A;7A;3A;;;3A;256qam;257M;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;2;2;4;;;2;;;;;;;;1;2;;;
7A4A-7A2-1A2_n257M2G2;7A;7A;1A;;;7A;256qam;257M;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;2;2;;;2;;;;;;;;1;2;;;
7A2A-7A4-1A2_n257M2G2;7A;7A;1A;;;7A;256qam;257M;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;2;4;2;;;2;;;;;;;;1;2;;;
7A2A-7A2-1A4_n257M2G2;7A;7A;1A;;;7A;256qam;257M;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;2;2;4;;;2;;;;;;;;1;2;;;
7A4-7A2-1A2A_n257M2G2;7A;7A;1A;;;1A;256qam;257M;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;2;2;;;2;;;;;;;;1;2;;;
7A2-7A2-1A4A_n257M2G2;7A;7A;1A;;;1A;256qam;257M;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;2;2;4;;;2;;;;;;;;1;2;;;
7A4A-7A4_n257M2G2;7A;7A;;;;7A;256qam;257M;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;4;;;;2;;;;;;;;1;2;;;
7A2A-5A2-3A2-1A2_n257M2G2;7A;5A;3A;1A;;7A;256qam;257M;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;2;2;2;2;;2;;;;;;;;1;2;;;
7A2-5A2A-3A2-1A2_n257M2G2;7A;5A;3A;1A;;5A;256qam;257M;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;2;2;2;2;;2;;;;;;;;1;2;;;
7A2-5A2-3A2A-1A2_n257M2G2;7A;5A;3A;1A;;3A;256qam;257M;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;2;2;2;2;;2;;;;;;;;1;2;;;
7A2-5A2-3A2-1A2A_n257M2G2;7A;5A;3A;1A;;1A;256qam;257M;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;2;2;2;2;;2;;;;;;;;1;2;;;
7A4A-5A2-3A2_n257M2G2;7A;5A;3A;;;7A;256qam;257M;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;2;2;;;2;;;;;;;;1;2;;;
7A2A-5A2-3A4_n257M2G2;7A;5A;3A;;;7A;256qam;257M;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;2;2;4;;;2;;;;;;;;1;2;;;
7A4-5A2A-3A2_n257M2G2;7A;5A;3A;;;5A;256qam;257M;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;2;2;;;2;;;;;;;;1;2;;;
7A2-5A2A-3A4_n257M2G2;7A;5A;3A;;;5A;256qam;257M;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;2;2;4;;;2;;;;;;;;1;2;;;
7A4-5A2-3A2A_n257M2G2;7A;5A;3A;;;3A;256qam;257M;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;2;2;;;2;;;;;;;;1;2;;;
7A2-5A2-3A4A_n257M2G2;7A;5A;3A;;;3A;256qam;257M;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;2;2;4;;;2;;;;;;;;1;2;;;
7A4A-5A2-1A2_n257M2G2;7A;5A;1A;;;7A;256qam;257M;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;2;2;;;2;;;;;;;;1;2;;;
7A2A-5A2-1A4_n257M2G2;7A;5A;1A;;;7A;256qam;257M;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;2;2;4;;;2;;;;;;;;1;2;;;
7A4-5A2A-1A2_n257M2G2;7A;5A;1A;;;5A;256qam;257M;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;2;2;;;2;;;;;;;;1;2;;;
7A2-5A2A-1A4_n257M2G2;7A;5A;1A;;;5A;256qam;257M;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;2;2;4;;;2;;;;;;;;1;2;;;
7A4-5A2-1A2A_n257M2G2;7A;5A;1A;;;1A;256qam;257M;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;2;2;;;2;;;;;;;;1;2;;;
7A2-5A2-1A4A_n257M2G2;7A;5A;1A;;;1A;256qam;257M;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;2;2;4;;;2;;;;;;;;1;2;;;
7A4A-3A4-3A4_n257I2G2;7A;3A;3A;;;7A;256qam;257I;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;4;4;;;2;;;;;;;;1;2;;;
7A4-3A4A-3A4_n257I2G2;7A;3A;3A;;;3A;256qam;257I;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;4;4;;;2;;;;;;;;1;2;;;
7A4A-3A2-1A2_n257M2G2;7A;3A;1A;;;7A;256qam;257M;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;2;2;;;2;;;;;;;;1;2;;;
7A2A-3A4-1A2_n257M2G2;7A;3A;1A;;;7A;256qam;257M;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;2;4;2;;;2;;;;;;;;1;2;;;
7A2A-3A2-1A4_n257M2G2;7A;3A;1A;;;7A;256qam;257M;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;2;2;4;;;2;;;;;;;;1;2;;;
7A4-3A2A-1A2_n257M2G2;7A;3A;1A;;;3A;256qam;257M;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;2;2;;;2;;;;;;;;1;2;;;
7A2-3A4A-1A2_n257M2G2;7A;3A;1A;;;3A;256qam;257M;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;2;4;2;;;2;;;;;;;;1;2;;;
7A2-3A2A-1A4_n257M2G2;7A;3A;1A;;;3A;256qam;257M;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;2;2;4;;;2;;;;;;;;1;2;;;
7A4-3A2-1A2A_n257M2G2;7A;3A;1A;;;1A;256qam;257M;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;4;2;2;;;2;;;;;;;;1;2;;;
7A2-3A4-1A2A_n257M2G2;7A;3A;1A;;;1A;256qam;257M;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;2;4;2;;;2;;;;;;;;1;2;;;
7A2-3A2-1A4A_n257M2G2;7A;3A;1A;;;1A;256qam;257M;100;120;;;;;;;;;;;;;;;;;;;;;;257G;256qam;2;2;4;;;2;;;;;;;;1;2;;;
